animalID,recordingDate,recordingID,sessionName,learningData,twoP,ROI,path,sessionNameWithPath,analysispathname,filepathname,eventTimesExtracted,eventTimesPath,imagingDataExtracted,imagingDataPath
OFZ011,2023-06-22,1,2023-06-22_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-22,Z:/OFZ011\2023-06-22\1\2023-06-22_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-22_OFZ011_1\,Z:/OFZ011\2023-06-22\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-22_OFZ011_1\2023-06-22_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-22_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-23,1,2023-06-23_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-23,Z:/OFZ011\2023-06-23\1\2023-06-23_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-23_OFZ011_1\,Z:/OFZ011\2023-06-23\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-23_OFZ011_1\2023-06-23_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-23_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-24,1,2023-06-24_1_OFZ011,True,True,1,Z:/OFZ011\2023-06-24,Z:/OFZ011\2023-06-24\1\2023-06-24_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-24_OFZ011_1\,Z:/OFZ011\2023-06-24\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-24_OFZ011_1\2023-06-24_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-24_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-26,1,2023-06-26_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-26,Z:/OFZ011\2023-06-26\1\2023-06-26_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-26_OFZ011_1\,Z:/OFZ011\2023-06-26\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-26_OFZ011_1\2023-06-26_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-26_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-27,1,2023-06-27_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-27,Z:/OFZ011\2023-06-27\1\2023-06-27_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-27_OFZ011_1\,Z:/OFZ011\2023-06-27\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-27_OFZ011_1\2023-06-27_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-27_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-28,1,2023-06-28_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-28,Z:/OFZ011\2023-06-28\1\2023-06-28_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-28_OFZ011_1\,Z:/OFZ011\2023-06-28\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-28_OFZ011_1\2023-06-28_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-28_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-29,1,2023-06-29_1_OFZ011,True,True,1,Z:/OFZ011\2023-06-29,Z:/OFZ011\2023-06-29\1\2023-06-29_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-29_OFZ011_1\,Z:/OFZ011\2023-06-29\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-29_OFZ011_1\2023-06-29_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-29_OFZ011_1\imaging-data.pkl
OFZ011,2023-06-30,1,2023-06-30_1_OFZ011,True,False,0,Z:/OFZ011\2023-06-30,Z:/OFZ011\2023-06-30\1\2023-06-30_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-30_OFZ011_1\,Z:/OFZ011\2023-06-30\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-30_OFZ011_1\2023-06-30_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-06-30_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-01,1,2023-07-01_1_OFZ011,True,False,0,Z:/OFZ011\2023-07-01,Z:/OFZ011\2023-07-01\1\2023-07-01_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-01_OFZ011_1\,Z:/OFZ011\2023-07-01\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-01_OFZ011_1\2023-07-01_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-01_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-02,1,2023-07-02_1_OFZ011,True,False,0,Z:/OFZ011\2023-07-02,Z:/OFZ011\2023-07-02\1\2023-07-02_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-02_OFZ011_1\,Z:/OFZ011\2023-07-02\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-02_OFZ011_1\2023-07-02_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-02_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-03,1,2023-07-03_1_OFZ011,True,False,0,Z:/OFZ011\2023-07-03,Z:/OFZ011\2023-07-03\1\2023-07-03_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-03_OFZ011_1\,Z:/OFZ011\2023-07-03\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-03_OFZ011_1\2023-07-03_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-03_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-04,1,2023-07-04_1_OFZ011,True,True,7,Z:/OFZ011\2023-07-04,Z:/OFZ011\2023-07-04\1\2023-07-04_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-04_OFZ011_1\,Z:/OFZ011\2023-07-04\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-04_OFZ011_1\2023-07-04_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-04_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-05,1,2023-07-05_1_OFZ011,True,True,7,Z:/OFZ011\2023-07-05,Z:/OFZ011\2023-07-05\1\2023-07-05_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-05_OFZ011_1\,Z:/OFZ011\2023-07-05\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-05_OFZ011_1\2023-07-05_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-05_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-06,1,2023-07-06_1_OFZ011,True,True,7,Z:/OFZ011\2023-07-06,Z:/OFZ011\2023-07-06\1\2023-07-06_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-06_OFZ011_1\,Z:/OFZ011\2023-07-06\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-06_OFZ011_1\2023-07-06_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-06_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-07,1,2023-07-07_1_OFZ011,True,True,7,Z:/OFZ011\2023-07-07,Z:/OFZ011\2023-07-07\1\2023-07-07_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-07_OFZ011_1\,Z:/OFZ011\2023-07-07\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-07_OFZ011_1\2023-07-07_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-07_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-10,1,2023-07-10_1_OFZ011,False,False,0,Z:/OFZ011\2023-07-10,Z:/OFZ011\2023-07-10\1\2023-07-10_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-10_OFZ011_1\,Z:/OFZ011\2023-07-10\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-10_OFZ011_1\2023-07-10_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-10_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-11,1,2023-07-11_1_OFZ011,False,False,0,Z:/OFZ011\2023-07-11,Z:/OFZ011\2023-07-11\1\2023-07-11_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-11_OFZ011_1\,Z:/OFZ011\2023-07-11\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-11_OFZ011_1\2023-07-11_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-11_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-12,1,2023-07-12_1_OFZ011,False,False,0,Z:/OFZ011\2023-07-12,Z:/OFZ011\2023-07-12\1\2023-07-12_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-12_OFZ011_1\,Z:/OFZ011\2023-07-12\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-12_OFZ011_1\2023-07-12_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-12_OFZ011_1\imaging-data.pkl
OFZ011,2023-07-13,1,2023-07-13_1_OFZ011,False,False,0,Z:/OFZ011\2023-07-13,Z:/OFZ011\2023-07-13\1\2023-07-13_1_OFZ011_Block.mat,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-13_OFZ011_1\,Z:/OFZ011\2023-07-13\1,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-13_OFZ011_1\2023-07-13_1_OFZ011_CorrectedeventTimes.csv,0.0,C:/Users/Lak Lab/Documents/Github/sideBiasLateralisation\analysis\2023-07-13_OFZ011_1\imaging-data.pkl
